idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
2129;4615;2;15/11/13;Cambio de idea o insatisfaccion personal;Reembolso
2137;12521;4;10/9/16;Producto danado o defectuoso;Reembolso
2145;4424;1;28/3/09;Producto danado o defectuoso;Credito de la tienda
2150;6631;1;8/4/14;Producto o tamano incorrecto;Intercambio por nuevos productos
2151;6580;1;3/1/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
2151;608;1;25/12/11;Producto o tamano incorrecto;Credito de la tienda
2170;8300;6;21/10/18;Producto danado o defectuoso;Credito de la tienda
2175;2959;3;18/2/20;Producto o tamano incorrecto;Credito de la tienda
2179;13995;1;1/1/11;Producto danado o defectuoso;Credito de la tienda
2187;11765;1;4/8/14;Cambio de idea o insatisfaccion personal;Reembolso
2202;11692;2;21/3/20;Producto danado o defectuoso;Intercambio por nuevos productos
2207;9787;2;9/8/12;Cambio de idea o insatisfaccion personal;Reembolso
2209;13024;9;13/10/15;Producto o tamano incorrecto;Intercambio por variante
2215;13395;5;6/4/12;Producto o tamano incorrecto;Reembolso
2219;13722;2;15/7/21;Producto danado o defectuoso;Intercambio por variante
2225;3094;1;29/2/12;Producto o tamano incorrecto;Intercambio por variante
2233;3379;1;20/8/17;Producto o tamano incorrecto;Intercambio por variante
2239;13022;2;7/11/11;Producto danado o defectuoso;Intercambio por nuevos productos
2241;5828;6;2/6/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
2241;7031;6;5/6/15;Producto danado o defectuoso;Credito de la tienda
2245;3677;10;17/6/14;Producto danado o defectuoso;Intercambio por variante
2247;2009;1;14/1/08;Cambio de idea o insatisfaccion personal;Reembolso
2252;3103;2;28/2/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
2255;12744;6;21/9/14;Producto danado o defectuoso;Reembolso
2256;3690;6;18/4/18;Producto o tamano incorrecto;Intercambio por variante
2260;1821;1;11/7/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
2266;4027;4;17/5/10;Producto danado o defectuoso;Intercambio por nuevos productos
2277;3507;2;15/6/20;Producto o tamano incorrecto;Credito de la tienda
2285;13177;1;12/11/22;Producto danado o defectuoso;Intercambio por variante
2288;2694;5;3/10/13;Producto danado o defectuoso;Credito de la tienda
2295;4000;6;18/5/17;Producto o tamano incorrecto;Reembolso
2301;3288;5;1/12/17;Producto o tamano incorrecto;Intercambio por nuevos productos
2307;9046;1;26/4/12;Producto danado o defectuoso;Credito de la tienda
2310;4160;9;30/4/11;Producto o tamano incorrecto;Reembolso
2312;13712;1;12/9/18;Producto danado o defectuoso;Reembolso
2314;56;5;1/8/12;Producto o tamano incorrecto;Intercambio por variante
2316;12752;9;27/5/16;Producto danado o defectuoso;Intercambio por nuevos productos
2321;9221;6;14/6/16;Producto o tamano incorrecto;Intercambio por variante
2322;13069;9;18/4/14;Producto danado o defectuoso;Reembolso
2330;7853;3;28/8/11;Producto danado o defectuoso;Credito de la tienda
2330;8712;2;28/8/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
2332;3782;8;17/2/11;Producto o tamano incorrecto;Intercambio por variante
2338;13794;2;28/11/08;Producto o tamano incorrecto;Intercambio por nuevos productos
2345;12628;9;21/1/08;Producto o tamano incorrecto;Credito de la tienda
2346;9298;1;12/8/14;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
2348;7398;2;21/6/20;Cambio de idea o insatisfaccion personal;Intercambio por variante
2349;2325;1;7/11/16;Producto o tamano incorrecto;Intercambio por nuevos productos
2350;5869;2;11/10/14;Producto o tamano incorrecto;Credito de la tienda
2353;8754;1;27/4/13;Producto danado o defectuoso;Credito de la tienda
2355;4987;5;18/11/14;Producto danado o defectuoso;Intercambio por nuevos productos
2355;10530;4;10/11/14;Cambio de idea o insatisfaccion personal;Reembolso
2360;6106;1;25/12/15;Producto danado o defectuoso;Intercambio por variante
2368;7550;2;24/10/20;Producto danado o defectuoso;Reembolso
2368;4348;3;19/11/20;Producto o tamano incorrecto;Credito de la tienda
2381;8890;7;13/11/19;Producto danado o defectuoso;Intercambio por variante
2382;10212;3;8/9/21;Cambio de idea o insatisfaccion personal;Reembolso
2382;646;1;10/9/21;Producto danado o defectuoso;Reembolso
2384;14708;5;5/2/13;Producto danado o defectuoso;Credito de la tienda
2390;9973;1;26/4/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
2393;2651;7;18/10/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
2395;12166;1;20/2/13;Producto danado o defectuoso;Intercambio por nuevos productos
2403;10797;6;19/3/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
2422;14082;1;7/11/18;Producto danado o defectuoso;Reembolso
2432;14159;3;26/10/14;Producto danado o defectuoso;Reembolso
2437;832;1;26/10/21;Producto danado o defectuoso;Intercambio por variante
2444;10224;10;22/7/07;Cambio de idea o insatisfaccion personal;Reembolso
2450;3095;7;16/7/15;Producto danado o defectuoso;Credito de la tienda
2465;14025;5;16/4/18;Cambio de idea o insatisfaccion personal;Credito de la tienda
2467;4560;4;10/11/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
2470;2309;8;10/2/22;Producto danado o defectuoso;Intercambio por variante
2486;2068;1;22/9/13;Producto o tamano incorrecto;Intercambio por nuevos productos
2488;7881;2;19/10/11;Producto danado o defectuoso;Intercambio por variante
2492;6678;1;19/7/14;Producto o tamano incorrecto;Intercambio por variante
2500;8168;2;12/9/12;Producto danado o defectuoso;Credito de la tienda
2506;11976;1;11/11/12;Producto danado o defectuoso;Intercambio por variante
2515;3901;2;22/3/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
2517;3059;2;29/3/10;Producto o tamano incorrecto;Intercambio por variante
2519;513;1;28/12/17;Cambio de idea o insatisfaccion personal;Reembolso
2529;3821;8;3/4/18;Producto danado o defectuoso;Reembolso
2541;5129;9;19/3/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
2552;11329;8;18/8/10;Producto o tamano incorrecto;Intercambio por variante
2553;13604;3;14/7/19;Producto o tamano incorrecto;Credito de la tienda
2555;2125;2;12/1/23;Producto danado o defectuoso;Reembolso
2558;6704;2;17/7/16;Producto danado o defectuoso;Intercambio por variante
2566;4754;3;8/4/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
2578;6533;7;20/3/16;Producto o tamano incorrecto;Intercambio por nuevos productos
2600;7228;3;11/12/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
2603;8008;9;28/5/13;Producto o tamano incorrecto;Reembolso
2604;14037;1;29/5/11;Producto o tamano incorrecto;Reembolso
2608;11980;2;3/7/17;Cambio de idea o insatisfaccion personal;Credito de la tienda
2613;10731;3;20/10/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
2613;8444;2;11/10/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
2614;4763;2;10/7/14;Producto danado o defectuoso;Reembolso
2616;14250;1;29/6/09;Producto danado o defectuoso;Reembolso
2638;13219;1;9/6/15;Producto danado o defectuoso;Intercambio por nuevos productos
2640;4059;1;9/7/07;Producto danado o defectuoso;Credito de la tienda
2644;10980;4;3/5/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
2646;9312;1;14/6/09;Producto danado o defectuoso;Reembolso
2647;8036;1;4/6/19;Cambio de idea o insatisfaccion personal;Reembolso
2665;9928;2;25/3/10;Producto danado o defectuoso;Credito de la tienda
2668;4528;9;7/1/19;Producto danado o defectuoso;Intercambio por variante
2671;8267;3;19/6/09;Producto o tamano incorrecto;Intercambio por nuevos productos
2675;4597;3;16/5/11;Producto o tamano incorrecto;Credito de la tienda
2678;4528;3;17/7/20;Producto danado o defectuoso;Intercambio por variante
2683;1951;1;24/7/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
2689;11360;1;31/7/09;Producto danado o defectuoso;Reembolso
2693;10003;5;28/2/08;Cambio de idea o insatisfaccion personal;Intercambio por variante
2694;9012;2;29/7/17;Producto danado o defectuoso;Credito de la tienda
2695;14557;1;6/10/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
2698;13159;6;9/2/10;Producto o tamano incorrecto;Intercambio por variante
2699;8667;8;12/1/12;Cambio de idea o insatisfaccion personal;Reembolso
2709;10826;5;22/9/16;Producto danado o defectuoso;Credito de la tienda
2713;6229;9;9/12/19;Producto o tamano incorrecto;Reembolso
2728;7928;11;3/3/20;Producto o tamano incorrecto;Intercambio por nuevos productos
2735;5217;11;9/1/19;Producto o tamano incorrecto;Reembolso
2740;9849;5;28/11/07;Producto o tamano incorrecto;Intercambio por nuevos productos
2761;982;4;5/1/11;Producto o tamano incorrecto;Intercambio por nuevos productos
2764;13823;8;16/5/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
2780;6719;3;26/6/07;Producto o tamano incorrecto;Intercambio por nuevos productos
2783;7916;3;1/12/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
2797;14487;2;20/8/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
2798;3153;1;14/1/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
2799;11016;1;13/7/20;Producto danado o defectuoso;Credito de la tienda
2805;10834;8;27/10/16;Producto o tamano incorrecto;Intercambio por nuevos productos
2807;13061;3;24/5/08;Producto o tamano incorrecto;Credito de la tienda
2824;3325;1;13/11/16;Cambio de idea o insatisfaccion personal;Reembolso
2833;12302;1;19/11/08;Producto o tamano incorrecto;Credito de la tienda
2836;9832;2;28/8/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
2845;5489;1;19/3/19;Producto danado o defectuoso;Reembolso
2845;7657;3;20/3/19;Cambio de idea o insatisfaccion personal;Reembolso
2848;1611;2;23/10/19;Producto danado o defectuoso;Credito de la tienda
2849;610;7;9/8/20;Cambio de idea o insatisfaccion personal;Reembolso
2860;5155;1;12/5/14;Producto o tamano incorrecto;Intercambio por nuevos productos
2866;3168;2;26/12/18;Producto o tamano incorrecto;Intercambio por nuevos productos
2866;1167;3;18/12/18;Producto o tamano incorrecto;Intercambio por variante
2868;1592;1;12/5/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
2878;9342;5;18/2/13;Cambio de idea o insatisfaccion personal;Reembolso
2886;7860;6;18/9/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
2887;12311;2;11/9/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
2890;10723;3;10/12/06;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
2894;3783;9;12/1/12;Producto o tamano incorrecto;Reembolso
2901;2718;1;30/10/16;Producto danado o defectuoso;Intercambio por nuevos productos
2903;7455;2;28/8/12;Producto o tamano incorrecto;Credito de la tienda
2906;13177;7;27/12/13;Producto o tamano incorrecto;Intercambio por nuevos productos
2912;8535;4;22/9/16;Producto danado o defectuoso;Intercambio por variante
2912;5924;5;26/9/16;Cambio de idea o insatisfaccion personal;Reembolso
2918;12241;6;26/10/07;Producto danado o defectuoso;Intercambio por variante
2924;813;6;11/2/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
2935;11215;3;27/10/21;Producto danado o defectuoso;Reembolso
2936;13751;2;7/11/18;Producto danado o defectuoso;Credito de la tienda
2941;14213;10;28/3/11;Producto danado o defectuoso;Intercambio por nuevos productos
2943;6566;8;11/1/14;Producto danado o defectuoso;Reembolso
2947;12152;5;5/10/07;Producto danado o defectuoso;Intercambio por nuevos productos
2947;10235;1;28/9/07;Producto danado o defectuoso;Intercambio por nuevos productos
2948;1701;1;28/2/11;Producto danado o defectuoso;Credito de la tienda
2960;12508;10;21/11/07;Cambio de idea o insatisfaccion personal;Credito de la tienda
2960;11644;2;11/11/07;Cambio de idea o insatisfaccion personal;Credito de la tienda
2966;11086;8;19/11/18;Cambio de idea o insatisfaccion personal;Credito de la tienda
2977;11399;1;5/3/13;Producto danado o defectuoso;Intercambio por variante
2979;123;3;22/1/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
2981;606;1;10/9/21;Producto danado o defectuoso;Credito de la tienda
2987;2040;11;1/4/16;Producto danado o defectuoso;Intercambio por nuevos productos
2992;12042;3;21/8/16;Producto o tamano incorrecto;Credito de la tienda
3000;12658;5;11/9/12;Producto o tamano incorrecto;Intercambio por variante
3010;2264;2;25/9/08;Producto danado o defectuoso;Reembolso
3012;324;3;25/7/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
3019;12099;3;30/6/21;Producto danado o defectuoso;Reembolso
3019;8450;4;23/6/21;Cambio de idea o insatisfaccion personal;Intercambio por variante
3029;10616;1;20/2/22;Producto o tamano incorrecto;Credito de la tienda
3032;10581;3;22/2/16;Producto danado o defectuoso;Intercambio por variante
3047;14137;3;25/7/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
3049;14796;2;16/3/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
3061;5685;4;12/11/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
3065;1499;2;6/2/19;Producto o tamano incorrecto;Intercambio por nuevos productos
3067;10490;8;14/4/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
3071;1209;4;9/4/14;Producto o tamano incorrecto;Intercambio por variante
3073;5597;2;27/9/09;Producto o tamano incorrecto;Intercambio por variante
3079;4487;3;15/1/21;Producto danado o defectuoso;Intercambio por nuevos productos
3095;13531;3;29/6/22;Producto o tamano incorrecto;Intercambio por nuevos productos
3097;454;1;22/12/21;Producto o tamano incorrecto;Intercambio por variante
3103;11702;4;17/8/22;Producto o tamano incorrecto;Credito de la tienda
3108;8559;1;3/6/12;Producto danado o defectuoso;Intercambio por variante
3110;13773;3;1/12/08;Producto o tamano incorrecto;Credito de la tienda
3114;5737;2;1/10/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
3115;5526;8;23/10/07;Producto danado o defectuoso;Intercambio por variante
3119;6435;1;12/11/14;Producto o tamano incorrecto;Intercambio por variante
3125;1075;2;8/3/20;Producto danado o defectuoso;Intercambio por variante
3139;11282;1;10/1/20;Producto o tamano incorrecto;Intercambio por nuevos productos
3146;1204;5;18/9/13;Producto danado o defectuoso;Reembolso
3155;6289;11;3/10/14;Producto o tamano incorrecto;Credito de la tienda
3183;13860;1;22/4/21;Producto danado o defectuoso;Reembolso
3184;3681;1;11/10/08;Producto o tamano incorrecto;Intercambio por variante
3190;14313;3;20/1/10;Producto o tamano incorrecto;Reembolso
3208;9831;6;20/7/20;Producto danado o defectuoso;Intercambio por variante
3212;10582;2;18/7/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
3220;13948;2;9/9/20;Producto danado o defectuoso;Credito de la tienda
3222;12804;3;7/6/20;Producto danado o defectuoso;Credito de la tienda
3225;1783;1;12/12/21;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
3225;14436;5;18/12/21;Producto o tamano incorrecto;Intercambio por variante
3226;11738;3;21/10/12;Cambio de idea o insatisfaccion personal;Reembolso
3226;9395;5;10/11/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
3229;1196;4;22/6/22;Producto danado o defectuoso;Reembolso
3233;5325;11;19/1/10;Producto o tamano incorrecto;Reembolso
3241;14239;4;25/2/21;Cambio de idea o insatisfaccion personal;Reembolso
3242;8872;1;3/2/19;Producto o tamano incorrecto;Credito de la tienda
3245;14673;7;13/7/13;Cambio de idea o insatisfaccion personal;Reembolso
3247;7128;5;29/10/08;Producto danado o defectuoso;Intercambio por nuevos productos
3248;11760;3;23/10/17;Producto o tamano incorrecto;Intercambio por nuevos productos
3250;8691;5;24/2/07;Cambio de idea o insatisfaccion personal;Reembolso
3251;7218;2;5/1/21;Producto danado o defectuoso;Credito de la tienda
3253;8822;2;15/10/06;Producto danado o defectuoso;Reembolso
3254;7292;8;8/2/12;Cambio de idea o insatisfaccion personal;Reembolso
3260;12184;2;22/2/09;Producto o tamano incorrecto;Credito de la tienda
3272;866;5;16/8/15;Cambio de idea o insatisfaccion personal;Reembolso
3277;14583;3;21/7/13;Cambio de idea o insatisfaccion personal;Reembolso
3284;7245;3;26/12/13;Producto danado o defectuoso;Intercambio por variante
3291;10442;3;25/10/10;Producto o tamano incorrecto;Intercambio por variante
3310;6075;2;26/5/16;Cambio de idea o insatisfaccion personal;Reembolso
