Cliente;Auto;Ubicación;Fecha;Pago;Seguro Empresa
1427;145;515;7/12/2019;Credito;NO
3708;18;22;4/11/2018;Efectivo;SI
858;128;452;10/7/2018;Efectivo;SI
2994;149;46;28/3/2015;Efectivo;NO
3467;94;282;27/4/2016;Credito;SI
2238;141;118;5/9/2019;Efectivo;NO
97;18;125;8/4/2016;Efectivo;SI
896;89;318;29/4/2016;Credito;SI
142;150;244;21/9/2019;Credito;NO
1400;94;95;22/7/2019;Efectivo;NO
2401;108;556;2/3/2019;Efectivo;NO
3509;101;75;11/5/2019;Efectivo;NO
999;149;352;11/12/2019;Efectivo;SI
1487;66;83;25/12/2015;Efectivo;SI
302;87;217;14/2/2017;Efectivo;SI
3922;151;51;27/1/2016;Credito;NO
2872;36;493;7/11/2016;Efectivo;NO
2319;7;316;23/6/2019;Efectivo;SI
3677;97;355;27/9/2019;Efectivo;SI
3643;58;546;9/12/2016;Efectivo;NO
3705;3;325;11/6/2018;Efectivo;SI
1986;82;319;20/5/2019;Credito;NO
1895;88;91;2/2/2017;Credito;SI
1547;117;603;19/11/2016;Efectivo;SI
1389;152;267;10/12/2017;Efectivo;NO
370;97;116;20/5/2015;Efectivo;NO
2902;149;191;26/6/2017;Credito;NO
778;147;180;25/5/2017;Credito;SI
780;114;137;13/6/2019;Efectivo;SI
1002;42;354;28/9/2019;Efectivo;SI
465;80;303;30/10/2018;Credito;NO
1437;56;280;11/2/2017;Credito;NO
3375;150;239;2/6/2015;Credito;SI
3270;111;88;1/3/2017;Efectivo;NO
1553;98;29;16/4/2017;Efectivo;SI
3744;18;571;29/5/2019;Credito;SI
2668;94;550;14/1/2019;Efectivo;NO
1960;152;406;22/5/2015;Efectivo;NO
3389;28;78;28/2/2017;Efectivo;SI
679;124;601;18/7/2016;Efectivo;NO
2304;63;407;6/6/2018;Credito;SI
3975;32;284;3/5/2019;Efectivo;NO
968;122;95;1/10/2018;Credito;SI
3491;70;418;17/10/2017;Credito;SI
1343;149;412;25/8/2015;Efectivo;NO
2465;34;93;25/2/2015;Efectivo;NO
2989;117;563;27/7/2019;Credito;SI
176;20;96;23/10/2018;Credito;NO
3212;70;154;1/12/2015;Credito;NO
3180;108;93;5/5/2017;Credito;SI
1210;6;304;3/3/2017;Efectivo;SI
991;108;3;4/8/2017;Efectivo;SI
3574;6;362;8/11/2019;Efectivo;SI
1416;76;316;8/5/2019;Efectivo;SI
660;9;489;20/9/2016;Efectivo;NO
3635;17;525;9/7/2017;Efectivo;SI
3570;123;80;29/12/2019;Credito;SI
158;114;232;18/5/2018;Credito;NO
24;1;54;28/5/2017;Efectivo;NO
1378;144;503;25/4/2019;Credito;SI
3176;17;480;13/5/2016;Efectivo;SI
2060;102;127;9/6/2016;Credito;SI
896;22;22;9/10/2018;Credito;SI
3552;94;580;14/10/2019;Efectivo;SI
1090;144;596;3/1/2019;Credito;NO
1526;118;301;12/12/2019;Efectivo;SI
3272;99;287;13/6/2019;Credito;NO
3175;148;297;3/6/2017;Credito;NO
330;115;191;22/8/2016;Efectivo;NO
2966;22;433;26/7/2017;Credito;SI
3655;70;142;9/11/2019;Credito;NO
2380;135;339;19/7/2017;Efectivo;NO
1026;91;273;28/6/2017;Efectivo;NO
2838;12;40;21/12/2015;Efectivo;SI
2135;91;476;19/2/2015;Credito;NO
2887;125;539;17/6/2019;Credito;NO
593;89;286;13/4/2018;Credito;NO
1637;148;187;21/2/2019;Efectivo;NO
2930;10;111;14/1/2015;Credito;NO
3358;127;440;11/11/2015;Efectivo;NO
2025;85;383;5/2/2016;Credito;NO
1905;74;275;11/11/2016;Efectivo;NO
2778;73;272;28/8/2016;Efectivo;SI
164;22;94;23/12/2019;Efectivo;SI
3330;116;589;14/12/2017;Efectivo;NO
2898;37;48;12/9/2019;Efectivo;NO
781;143;274;18/3/2016;Credito;NO
1461;68;225;2/3/2015;Efectivo;NO
3219;157;574;23/7/2019;Credito;SI
358;61;196;8/2/2015;Credito;SI
890;54;505;12/2/2017;Credito;SI
2934;69;265;30/8/2015;Credito;SI
1330;32;471;2/8/2018;Credito;SI
1032;155;253;20/7/2019;Efectivo;NO
3188;17;550;2/1/2016;Credito;NO
3803;67;89;25/4/2018;Efectivo;NO
1306;39;149;25/11/2017;Credito;SI
3871;83;445;13/3/2016;Efectivo;SI
1071;141;550;26/5/2015;Efectivo;NO
3380;131;427;17/12/2015;Credito;NO
3467;88;410;18/3/2015;Credito;NO
2919;68;111;9/3/2019;Credito;NO
1804;110;211;16/9/2015;Efectivo;SI
1518;3;539;10/2/2015;Efectivo;NO
1103;57;423;21/6/2017;Efectivo;SI
1929;134;260;21/10/2017;Credito;NO
2544;59;183;4/2/2015;Credito;SI
3517;28;401;7/11/2019;Efectivo;SI
1831;32;43;10/3/2018;Efectivo;NO
721;155;233;18/1/2015;Credito;NO
2922;148;259;8/7/2017;Efectivo;SI
2405;11;476;14/9/2015;Credito;NO
1139;62;38;14/6/2018;Efectivo;NO
347;91;504;20/11/2019;Efectivo;NO
1795;33;252;27/7/2016;Efectivo;NO
1713;60;16;20/12/2016;Efectivo;NO
755;97;119;31/5/2018;Credito;SI
1949;17;430;1/3/2016;Credito;SI
3497;156;238;18/10/2018;Efectivo;NO
495;73;483;28/1/2017;Efectivo;NO
3264;39;310;20/6/2018;Efectivo;SI
3450;92;40;7/7/2015;Efectivo;NO
3559;126;382;2/5/2017;Efectivo;SI
1769;52;557;18/6/2017;Credito;NO
3788;31;112;9/6/2015;Efectivo;SI
1497;32;386;21/12/2019;Efectivo;NO
937;34;439;20/5/2017;Credito;SI
974;28;479;16/8/2017;Credito;NO
2986;111;436;28/6/2015;Credito;SI
3700;53;56;30/1/2017;Efectivo;NO
3929;157;104;7/8/2019;Credito;NO
2367;54;113;20/5/2017;Efectivo;SI
2939;133;5;22/1/2017;Credito;NO
665;4;391;26/12/2018;Efectivo;SI
1983;21;37;27/2/2019;Credito;NO
1250;141;509;15/5/2017;Credito;SI
111;108;122;22/4/2018;Efectivo;SI
2274;67;404;10/6/2018;Credito;SI
1004;20;131;8/5/2016;Efectivo;SI
2496;115;487;25/2/2015;Efectivo;NO
1790;37;395;8/5/2016;Credito;SI
1847;153;439;19/1/2015;Credito;NO
175;134;241;22/1/2019;Efectivo;NO
3432;72;348;31/1/2015;Efectivo;SI
3227;4;546;20/2/2019;Credito;NO
2567;153;125;26/8/2017;Efectivo;NO
2494;60;484;2/2/2019;Credito;NO
3735;47;450;13/7/2016;Credito;NO
773;27;127;30/9/2018;Credito;NO
937;139;401;4/9/2019;Credito;NO
1793;27;412;25/8/2018;Efectivo;NO
2941;150;422;12/4/2019;Credito;SI
3588;130;69;25/5/2016;Credito;SI
1781;119;537;11/5/2019;Credito;SI
516;82;70;10/12/2019;Credito;SI
740;36;290;5/7/2018;Credito;NO
1081;8;203;17/2/2016;Credito;NO
928;102;355;23/4/2019;Credito;SI
1236;12;185;1/2/2018;Credito;SI
255;78;206;25/12/2016;Efectivo;SI
235;117;456;14/6/2017;Efectivo;SI
3828;148;396;12/1/2015;Credito;SI
3930;72;585;28/5/2016;Efectivo;SI
2953;16;520;10/12/2018;Efectivo;NO
2132;119;412;14/5/2019;Credito;SI
2148;125;246;15/7/2019;Efectivo;SI
1955;91;46;4/11/2016;Credito;SI
555;125;86;20/3/2019;Efectivo;NO
536;133;228;26/12/2015;Efectivo;NO
2106;141;599;26/10/2018;Efectivo;SI
424;102;151;23/9/2019;Efectivo;NO
3293;33;276;4/8/2016;Credito;NO
3853;51;433;18/12/2016;Efectivo;NO
421;69;414;9/2/2015;Efectivo;NO
2074;83;148;9/4/2018;Efectivo;SI
618;90;189;16/12/2016;Credito;NO
781;88;516;13/12/2018;Credito;NO
2359;36;36;28/5/2015;Credito;NO
2662;112;137;3/2/2015;Credito;SI
42;145;254;17/6/2018;Credito;NO
1446;136;6;7/2/2015;Efectivo;SI
1365;139;456;21/8/2017;Efectivo;NO
318;140;278;26/10/2017;Efectivo;NO
1612;108;475;25/10/2019;Credito;SI
2639;92;294;16/12/2017;Credito;NO
3464;91;384;1/11/2019;Efectivo;NO
3717;93;102;30/10/2016;Efectivo;SI
2772;48;325;8/5/2019;Efectivo;NO
722;147;13;1/1/2015;Credito;SI
2990;107;581;23/8/2016;Efectivo;NO
3379;21;224;23/10/2019;Credito;NO
1158;151;117;11/7/2015;Credito;SI
2659;81;453;21/10/2019;Credito;NO
408;106;192;26/7/2018;Credito;SI
3618;90;591;21/8/2019;Efectivo;NO
1866;133;201;3/5/2019;Credito;NO
2498;35;241;6/6/2016;Efectivo;SI
2419;75;520;9/11/2016;Credito;SI
1976;53;239;27/1/2018;Credito;SI
2887;24;541;25/4/2019;Efectivo;SI
2631;1;393;8/11/2016;Credito;NO
2505;74;476;5/7/2015;Efectivo;NO
1172;132;515;23/2/2018;Efectivo;SI
2048;147;201;1/12/2018;Credito;SI
2247;115;419;26/1/2018;Efectivo;SI
2300;84;372;12/1/2017;Efectivo;NO
2832;65;34;23/11/2015;Efectivo;SI
505;46;508;29/6/2019;Efectivo;SI
2837;13;385;4/3/2017;Efectivo;NO
1418;105;184;1/12/2015;Efectivo;SI
3814;47;109;22/5/2016;Credito;SI
1851;79;483;8/3/2015;Efectivo;SI
1196;12;477;26/8/2018;Efectivo;SI
426;156;95;6/2/2015;Credito;SI
599;55;467;19/8/2017;Efectivo;SI
3583;112;16;10/11/2016;Credito;SI
1860;49;599;8/10/2015;Efectivo;NO
1197;137;309;28/8/2017;Efectivo;NO
3576;68;219;24/12/2015;Credito;NO
2900;25;95;4/5/2017;Efectivo;SI
3635;117;453;13/2/2018;Credito;SI
1098;62;54;29/7/2017;Credito;SI
3723;77;151;11/1/2015;Efectivo;NO
117;140;353;25/5/2017;Efectivo;SI
3746;126;473;12/7/2015;Efectivo;SI
2623;138;506;31/12/2016;Credito;NO
2527;48;346;24/6/2015;Efectivo;NO
269;127;231;4/12/2019;Credito;NO
577;70;442;26/8/2019;Efectivo;SI
2584;133;594;29/9/2015;Credito;SI
2038;148;545;22/4/2019;Efectivo;SI
755;14;50;22/4/2016;Efectivo;SI
3458;134;49;16/10/2017;Efectivo;NO
3357;31;288;1/10/2017;Credito;NO
2113;47;76;7/1/2018;Credito;NO
2830;127;439;9/11/2016;Efectivo;NO
206;37;498;24/12/2019;Credito;SI
3499;97;104;12/5/2017;Efectivo;NO
259;156;75;16/2/2016;Efectivo;SI
3805;150;182;2/5/2017;Credito;SI
1624;70;69;26/4/2019;Efectivo;NO
2151;16;148;12/11/2017;Efectivo;NO
3704;128;493;23/5/2017;Credito;NO
2007;29;277;3/7/2016;Credito;NO
893;94;489;1/2/2018;Efectivo;NO
133;66;424;1/12/2016;Efectivo;NO
1721;100;81;17/11/2016;Efectivo;SI
2797;30;150;4/8/2018;Efectivo;SI
1133;133;431;17/7/2016;Efectivo;NO
1349;85;472;26/1/2018;Efectivo;SI
3873;92;113;20/7/2017;Efectivo;SI
1011;51;366;19/6/2018;Credito;NO
219;141;292;3/3/2015;Efectivo;NO
566;68;122;26/10/2017;Credito;SI
2564;130;281;16/2/2019;Efectivo;SI
1342;43;551;13/6/2019;Efectivo;NO
388;54;142;27/4/2017;Efectivo;NO
2840;103;158;14/12/2016;Efectivo;NO
1146;125;227;27/7/2015;Efectivo;NO
2289;119;468;11/1/2019;Credito;SI
3310;130;357;8/8/2016;Efectivo;NO
2624;78;421;15/5/2018;Efectivo;SI
1215;51;127;20/12/2015;Credito;SI
2179;45;117;2/10/2017;Credito;NO
3066;5;202;21/11/2018;Efectivo;SI
3271;39;596;17/11/2017;Credito;NO
3761;111;255;29/4/2016;Credito;SI
1184;81;54;4/2/2017;Credito;SI
690;13;18;15/7/2017;Efectivo;NO
3512;10;209;13/2/2018;Credito;NO
2377;87;429;4/12/2016;Efectivo;NO
2556;8;138;18/5/2019;Efectivo;NO
2278;151;292;30/4/2016;Credito;SI
3323;54;453;27/5/2018;Credito;NO
790;85;210;19/3/2018;Credito;SI
519;14;552;11/5/2019;Efectivo;SI
3131;42;539;12/3/2019;Efectivo;SI
2236;47;537;27/8/2017;Credito;NO
3909;146;166;20/10/2018;Efectivo;NO
605;41;380;9/7/2017;Credito;SI
825;14;147;31/12/2016;Credito;NO
2681;154;425;12/11/2018;Credito;SI
360;128;222;20/5/2018;Efectivo;NO
989;15;9;4/4/2017;Efectivo;NO
3834;29;176;24/2/2015;Efectivo;NO
198;84;454;29/7/2017;Credito;NO
1955;138;268;21/10/2018;Credito;NO
774;8;414;24/7/2019;Efectivo;SI
3448;145;165;12/9/2016;Credito;SI
837;1;135;26/10/2018;Credito;SI
357;84;159;24/3/2018;Credito;NO
3090;10;180;4/8/2015;Credito;NO
1624;110;139;10/6/2016;Efectivo;NO
2730;157;105;18/5/2016;Credito;NO
83;157;49;20/9/2018;Credito;SI
2520;134;463;2/8/2016;Credito;SI
238;116;384;3/4/2019;Efectivo;SI
1960;42;297;11/8/2017;Efectivo;SI
1791;123;223;29/11/2016;Credito;NO
3901;12;196;1/10/2015;Efectivo;NO
157;115;79;10/1/2015;Credito;SI
1828;23;531;23/11/2017;Efectivo;SI
1247;70;514;14/6/2019;Credito;SI
134;108;221;10/6/2016;Credito;NO
3546;66;41;13/9/2016;Credito;NO
319;26;545;30/4/2017;Credito;SI
1206;44;28;25/3/2016;Efectivo;SI
1791;81;182;7/11/2019;Credito;SI
443;139;214;17/10/2019;Credito;NO
2925;71;11;13/11/2019;Efectivo;SI
2119;44;9;28/12/2015;Credito;SI
2717;84;65;6/6/2019;Credito;NO
3767;102;127;16/6/2019;Credito;SI
3341;67;470;29/11/2018;Efectivo;SI
2939;147;396;28/2/2016;Credito;SI
467;129;466;6/5/2019;Credito;SI
1687;109;23;19/8/2019;Credito;NO
3529;106;322;24/2/2016;Credito;NO
3016;40;255;10/8/2017;Efectivo;SI
970;125;419;21/1/2017;Efectivo;NO
1600;101;308;2/3/2019;Credito;SI
1971;54;237;26/6/2016;Credito;SI
3695;25;570;17/1/2016;Credito;SI
3967;130;423;23/8/2015;Credito;SI
806;37;331;3/6/2019;Efectivo;NO
390;106;161;18/1/2016;Credito;NO
2997;33;386;5/4/2015;Efectivo;SI
786;143;213;4/9/2019;Efectivo;NO
3899;104;599;18/3/2015;Efectivo;SI
984;29;547;7/4/2019;Efectivo;SI
3747;134;134;27/5/2017;Credito;NO
3581;114;272;2/10/2018;Credito;NO
1223;122;251;2/9/2017;Credito;SI
2275;14;451;3/6/2018;Efectivo;NO
3478;79;477;30/5/2018;Credito;SI
2381;66;109;2/5/2015;Credito;NO
3968;100;330;22/9/2018;Efectivo;SI
406;90;379;1/6/2018;Credito;NO
388;42;479;28/4/2016;Credito;NO
3380;141;424;7/5/2017;Efectivo;SI
2415;123;264;6/1/2016;Efectivo;NO
2174;95;379;5/8/2015;Efectivo;NO
1053;122;55;12/12/2018;Efectivo;NO
3108;153;130;30/4/2019;Credito;SI
2668;58;132;22/9/2018;Efectivo;SI
3167;86;176;10/12/2018;Efectivo;SI
3706;17;435;18/2/2016;Credito;NO
3961;113;88;15/4/2015;Efectivo;NO
1487;11;471;7/5/2018;Efectivo;SI
2536;5;204;27/11/2016;Efectivo;NO
1643;8;354;17/7/2016;Credito;NO
1326;42;446;15/10/2015;Credito;NO
3102;60;332;14/7/2019;Efectivo;NO
3205;46;371;3/4/2019;Efectivo;SI
2684;14;209;15/10/2018;Efectivo;SI
3366;112;170;9/9/2018;Credito;SI
2083;130;280;24/4/2015;Credito;NO
3163;48;179;27/5/2017;Credito;SI
891;4;461;21/6/2017;Efectivo;SI
3786;141;73;10/7/2019;Credito;NO
2027;129;576;10/8/2017;Efectivo;NO
134;20;527;2/5/2019;Efectivo;NO
1806;86;356;13/1/2018;Efectivo;NO
3009;91;94;25/9/2019;Credito;SI
2058;92;141;29/10/2019;Efectivo;SI
2421;80;581;23/2/2016;Efectivo;NO
2866;62;171;17/7/2019;Efectivo;NO
1206;30;148;8/5/2016;Credito;SI
2954;21;579;3/3/2018;Efectivo;SI
8;68;452;22/4/2016;Efectivo;NO
2658;104;38;8/3/2018;Efectivo;SI
1619;38;523;13/8/2018;Credito;SI
3353;120;214;27/1/2016;Efectivo;NO
379;46;488;8/11/2017;Efectivo;SI
3060;111;316;24/6/2017;Credito;NO
2829;133;318;6/3/2016;Efectivo;SI
3485;98;59;20/12/2019;Credito;NO
1921;121;68;18/1/2015;Efectivo;SI
1465;98;193;15/2/2016;Efectivo;SI
198;2;420;4/8/2018;Efectivo;SI
1482;115;240;13/6/2016;Efectivo;NO
1182;76;313;11/6/2019;Credito;SI
1601;81;391;25/1/2016;Efectivo;SI
2404;134;81;9/2/2015;Credito;SI
1172;98;577;4/5/2017;Efectivo;NO
2905;140;227;14/1/2019;Efectivo;NO
1938;47;50;22/2/2015;Credito;SI
1178;23;91;27/3/2016;Credito;SI
2964;48;570;2/1/2018;Efectivo;NO
3836;99;304;31/10/2017;Efectivo;SI
3;118;241;25/5/2016;Credito;NO
2547;113;473;25/7/2018;Credito;SI
2536;90;587;12/1/2016;Efectivo;SI
2036;18;372;4/2/2017;Credito;NO
947;77;14;14/10/2018;Credito;NO
314;58;168;11/5/2017;Credito;NO
1230;138;128;7/3/2017;Credito;NO
2145;129;196;13/1/2016;Efectivo;SI
3752;156;123;11/12/2018;Efectivo;NO
2652;93;552;7/7/2019;Credito;SI
3053;7;129;28/9/2015;Efectivo;NO
200;54;136;8/12/2016;Credito;SI
1455;121;131;26/4/2019;Efectivo;NO
1758;119;419;13/11/2016;Efectivo;NO
1169;30;135;14/3/2016;Efectivo;NO
1010;28;34;29/8/2017;Efectivo;SI
567;39;571;22/8/2017;Efectivo;NO
3430;155;490;24/1/2017;Credito;SI
2232;81;197;26/6/2015;Efectivo;NO
822;23;197;3/8/2018;Credito;SI
1259;98;489;25/1/2018;Efectivo;SI
998;108;372;11/9/2015;Efectivo;SI
28;84;592;4/7/2016;Efectivo;SI
18;92;169;13/2/2015;Efectivo;NO
3056;31;530;14/11/2015;Credito;NO
2191;74;541;28/5/2018;Credito;NO
1552;112;201;18/4/2019;Credito;SI
757;154;406;11/9/2015;Credito;NO
2386;22;569;8/1/2017;Credito;NO
879;140;316;28/1/2018;Credito;SI
1038;107;416;26/9/2019;Credito;NO
3035;96;230;19/11/2015;Credito;NO
577;87;158;1/7/2019;Efectivo;SI
581;140;560;29/1/2015;Efectivo;SI
624;130;257;19/5/2017;Efectivo;SI
1041;112;155;5/12/2016;Efectivo;SI
2668;39;193;24/10/2015;Credito;NO
1826;27;241;1/11/2015;Credito;NO
2833;115;209;24/10/2015;Efectivo;NO
1146;35;410;23/2/2019;Efectivo;SI
1791;105;264;6/8/2016;Efectivo;SI
3696;49;179;16/1/2018;Credito;NO
1429;53;373;3/11/2015;Efectivo;SI
2069;79;531;26/11/2019;Credito;NO
1541;114;472;1/2/2019;Efectivo;NO
1755;103;368;5/4/2017;Credito;SI
782;144;486;25/2/2019;Efectivo;NO
2819;143;315;25/2/2016;Efectivo;SI
2998;22;589;30/8/2018;Efectivo;SI
378;8;247;1/8/2019;Efectivo;NO
64;36;62;19/8/2019;Efectivo;NO
3789;110;366;6/9/2018;Credito;SI
1877;55;490;2/8/2018;Credito;NO
991;49;125;26/8/2015;Efectivo;SI
3710;6;7;6/5/2017;Credito;NO
2651;72;141;7/2/2018;Credito;NO
2847;28;319;6/11/2016;Credito;NO
2213;82;439;27/12/2015;Efectivo;NO
2028;32;190;3/7/2019;Efectivo;NO
3171;133;594;2/11/2019;Efectivo;SI
3872;65;132;1/12/2019;Efectivo;NO
2660;17;521;1/12/2016;Credito;SI
3602;87;88;21/12/2019;Credito;SI
1765;32;231;10/5/2016;Efectivo;SI
82;77;563;26/8/2019;Efectivo;NO
2627;64;361;18/6/2015;Credito;SI
3137;144;276;29/9/2019;Efectivo;SI
480;35;201;4/4/2015;Efectivo;SI
3542;73;254;13/12/2016;Efectivo;NO
450;70;592;25/2/2016;Credito;SI
2366;25;155;8/5/2019;Credito;NO
1741;124;9;31/8/2017;Efectivo;SI
3856;132;251;4/1/2018;Credito;SI
13;150;226;21/11/2016;Credito;SI
2856;151;409;6/6/2018;Efectivo;NO
2960;96;154;1/3/2017;Credito;NO
3539;60;294;26/5/2017;Credito;SI
1184;82;586;26/9/2015;Efectivo;NO
1097;3;211;19/11/2016;Efectivo;SI
1144;47;350;17/11/2019;Credito;SI
3493;38;582;12/6/2015;Credito;SI
3234;124;80;14/7/2016;Credito;SI
53;117;79;16/3/2015;Efectivo;NO
1700;47;561;3/2/2017;Efectivo;NO
2280;116;250;2/8/2019;Efectivo;SI
3121;56;66;3/7/2015;Efectivo;SI
265;83;474;11/12/2019;Efectivo;SI
2400;74;123;20/2/2018;Efectivo;NO
1526;135;208;19/8/2016;Credito;NO
1284;123;507;26/5/2016;Efectivo;SI
2767;143;530;21/6/2016;Credito;SI
1997;5;84;13/9/2019;Efectivo;SI
2318;68;577;5/11/2019;Credito;NO
3551;7;79;1/7/2018;Efectivo;NO
506;97;129;17/9/2017;Credito;SI
2664;131;541;27/5/2017;Efectivo;NO
227;148;564;30/5/2016;Efectivo;NO
2060;150;94;6/11/2019;Efectivo;SI
3499;123;109;21/10/2015;Credito;SI
1694;68;570;7/10/2015;Efectivo;SI
253;130;503;28/9/2018;Efectivo;SI
3411;115;383;25/4/2019;Efectivo;NO
1020;87;337;25/8/2018;Credito;NO
3455;148;579;20/6/2018;Credito;SI
1198;39;464;17/12/2015;Efectivo;NO
1863;70;412;12/6/2018;Efectivo;SI
2503;115;346;28/4/2016;Credito;NO
3024;136;258;1/9/2018;Efectivo;SI
3621;88;517;23/2/2015;Efectivo;NO
2633;136;576;13/4/2018;Efectivo;NO
3838;4;291;13/1/2015;Credito;NO
647;31;37;19/9/2016;Credito;NO
3503;62;356;14/9/2017;Efectivo;NO
3381;28;30;3/11/2019;Efectivo;NO
3973;96;247;29/12/2016;Efectivo;NO
2519;101;205;2/7/2017;Credito;NO
259;119;416;25/7/2018;Credito;SI
2743;4;329;6/4/2015;Efectivo;NO
2408;89;478;2/7/2019;Credito;NO
524;79;603;30/3/2016;Credito;NO
1666;140;600;20/1/2018;Efectivo;NO
2616;94;552;2/4/2018;Credito;SI
33;19;573;7/3/2019;Efectivo;SI
1644;60;480;27/1/2018;Efectivo;NO
1936;126;309;15/7/2016;Efectivo;NO
197;146;562;10/10/2019;Efectivo;NO
415;130;106;27/10/2019;Credito;SI
1941;107;550;22/12/2019;Credito;NO
1679;126;416;12/8/2019;Credito;NO
3633;54;70;9/9/2017;Efectivo;SI
3244;7;96;26/11/2016;Credito;SI
1674;137;354;17/8/2016;Efectivo;SI
3781;146;400;24/5/2015;Efectivo;NO
3103;45;567;9/5/2017;Credito;SI
3038;46;518;23/4/2019;Efectivo;SI
2721;68;439;11/3/2016;Credito;SI
2562;33;303;26/7/2015;Credito;NO
693;91;463;23/11/2019;Credito;NO
1546;108;440;17/6/2017;Efectivo;NO
3788;55;298;11/11/2019;Credito;SI
3556;107;171;2/1/2018;Efectivo;NO
317;84;365;19/6/2018;Efectivo;NO
450;15;146;14/4/2018;Credito;NO
1581;31;396;4/5/2019;Credito;NO
759;144;538;3/1/2015;Efectivo;SI
3207;11;205;31/3/2019;Efectivo;SI
2692;77;195;3/11/2015;Credito;SI
2045;38;489;3/2/2018;Efectivo;SI
1724;79;406;31/7/2016;Credito;SI
1167;51;314;14/5/2018;Efectivo;NO
2547;45;207;17/10/2015;Efectivo;SI
3022;49;73;17/1/2017;Credito;NO
1568;51;537;25/5/2018;Efectivo;NO
3732;30;515;17/11/2015;Efectivo;SI
3557;23;363;22/7/2017;Efectivo;NO
1422;31;113;29/6/2016;Efectivo;SI
140;24;549;27/9/2015;Credito;NO
2748;14;543;12/1/2019;Efectivo;SI
3890;46;67;18/12/2016;Credito;SI
1036;146;87;2/10/2016;Credito;SI
1155;55;314;2/8/2016;Efectivo;NO
3401;47;567;24/7/2016;Credito;NO
1651;142;258;30/12/2015;Credito;NO
3152;1;341;24/4/2017;Credito;NO
3469;105;303;12/8/2018;Efectivo;SI
3943;18;161;22/11/2018;Credito;NO
2403;119;124;31/1/2019;Credito;NO
2130;40;80;29/5/2017;Efectivo;SI
2162;34;126;16/7/2015;Efectivo;NO
3472;82;266;22/5/2018;Efectivo;SI
703;113;255;26/10/2017;Efectivo;SI
2652;154;400;15/2/2018;Efectivo;SI
2294;3;340;21/10/2017;Efectivo;NO
3629;60;472;29/3/2018;Efectivo;SI
2181;82;157;18/10/2017;Credito;NO
2312;58;558;15/11/2016;Credito;SI
1870;6;280;7/3/2017;Efectivo;NO
1846;98;350;2/6/2018;Efectivo;SI
461;40;120;25/9/2017;Efectivo;SI
2353;39;170;12/6/2016;Credito;SI
3306;32;195;29/1/2017;Efectivo;SI
299;75;430;26/4/2018;Efectivo;NO
942;17;544;3/12/2016;Efectivo;NO
3520;16;539;4/6/2019;Efectivo;SI
2479;109;140;6/4/2015;Credito;SI
3414;149;186;8/8/2019;Credito;SI
814;5;87;28/5/2019;Efectivo;SI
2313;71;51;1/10/2015;Efectivo;SI
3016;18;192;14/11/2016;Credito;SI
2455;57;256;8/8/2018;Credito;SI
719;11;300;26/1/2018;Credito;NO
1786;78;466;13/1/2017;Efectivo;NO
950;130;361;12/3/2016;Efectivo;NO
815;61;90;31/12/2018;Efectivo;SI
2585;67;54;29/7/2017;Credito;SI
3009;10;176;23/8/2018;Efectivo;SI
2503;34;521;9/5/2019;Efectivo;NO
1135;143;440;17/12/2017;Efectivo;NO
2862;20;502;12/8/2017;Efectivo;NO
3786;35;22;23/11/2015;Credito;SI
205;16;417;8/6/2019;Efectivo;NO
91;64;114;18/5/2015;Credito;SI
1308;89;518;4/1/2019;Efectivo;SI
2740;67;443;21/10/2015;Credito;NO
3824;71;217;27/11/2016;Credito;NO
2782;77;447;8/9/2017;Efectivo;SI
1392;42;72;15/11/2016;Credito;SI
2808;74;373;1/2/2019;Efectivo;SI
46;74;494;1/3/2016;Efectivo;NO
2841;19;506;16/2/2016;Credito;NO
2121;114;95;3/1/2015;Efectivo;NO
3482;123;278;28/8/2016;Efectivo;SI
2005;96;589;4/10/2016;Credito;NO
971;141;412;16/4/2016;Efectivo;SI
1916;93;165;18/6/2018;Credito;NO
531;87;101;3/7/2015;Credito;SI
989;48;392;1/6/2015;Efectivo;NO
2742;79;344;14/10/2016;Efectivo;SI
2886;109;84;25/5/2016;Efectivo;NO
2829;32;130;29/2/2016;Efectivo;NO
3738;35;543;21/8/2019;Credito;NO
1580;132;379;24/10/2017;Credito;SI
3116;151;156;20/5/2017;Credito;NO
2889;36;392;23/10/2019;Efectivo;NO
1125;153;180;10/6/2015;Efectivo;SI
1872;149;543;7/11/2015;Credito;NO
1416;5;38;3/2/2015;Credito;SI
413;24;64;31/10/2017;Efectivo;SI
2223;9;582;6/4/2018;Credito;NO
3912;45;143;11/3/2018;Credito;NO
1568;113;381;17/6/2017;Efectivo;NO
558;111;567;27/7/2015;Credito;NO
2313;27;278;17/10/2015;Credito;SI
1002;115;384;10/8/2018;Credito;NO
2571;5;579;6/3/2017;Efectivo;SI
3785;15;194;18/4/2017;Efectivo;SI
1265;104;515;8/7/2019;Efectivo;NO
856;24;529;2/4/2016;Credito;NO
3223;6;426;30/10/2015;Efectivo;SI
2083;131;203;11/12/2019;Credito;NO
2971;133;410;25/12/2015;Efectivo;SI
1055;84;576;9/12/2016;Credito;SI
2936;79;186;18/5/2017;Efectivo;SI
3689;155;19;29/7/2019;Credito;SI
2074;105;535;11/9/2019;Efectivo;NO
2823;10;452;18/3/2017;Credito;SI
2626;44;494;22/1/2018;Efectivo;NO
2126;31;263;13/9/2016;Credito;SI
2945;69;536;15/5/2017;Efectivo;NO
